Manuscript_number,DOI,funder,name,fundref
es-2022-09147p,10.1021/acs.est.2c09147,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09148e,,,,
es-2022-09149x,,,,
es-2022-09150u,,,,
es-2022-09151s,,,,
es-2022-09152p,,,,
es-2022-09154x,,,,
es-2022-09155c,,,,
es-2022-091569,,,,
es-2022-091575,,,,
es-2022-091587,,,,
es-2022-09159a,,,,
es-2022-09160c,,,,
es-2022-091619,,,,
es-2022-091625,,,,
es-2022-091637,10.1021/acs.est.2c09163,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09164a,10.1021/acs.est.2c09164,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-091653,,,,
es-2022-09168t,,,,
es-2022-09169f,,,,
es-2022-091703,,,,
es-2022-09171g,,,,
es-2022-09172k,,,,
es-2022-09174f,,,,
es-2022-09175b,,,,
es-2022-091762,,,,
es-2022-09177h,,,,
es-2022-091784,,,,
es-2022-09180b,,,,
es-2022-09182h,,,,
es-2022-091834,,,,
es-2022-09184d,,,,
es-2022-09185n,,,,
es-2022-09186y,,,,
es-2022-09187q,,,,
es-2022-09188m,,,,
es-2022-09189v,,,,
es-2022-09190n,,,,
es-2022-09191y,,,,
es-2022-09192q,,,,
es-2022-09193m,,,,
es-2022-09194v,,,,
es-2022-09195z,,,,
es-2022-09196w,,,,
es-2022-091976,,,,
es-2022-09198r,,,,
es-2022-09199j,,,,
es-2022-09200k,,,,
es-2022-09201t,,,,
es-2022-09202f,,,,
es-2022-09203b,,,,
es-2022-092042,,,,
es-2022-09205h,,,,
es-2022-09207d,,,,
es-2022-09208n,,,,
es-2022-09209y,,,,
es-2022-09210h,,,,
es-2022-092114,,,,
es-2022-09212d,,,,
es-2022-09213n,,,,
es-2022-09214y,,,,
es-2022-09215q,,,,
es-2022-09216m,,,,
es-2022-09217v,,,,
es-2022-09218z,,,,
es-2022-09219w,,,,
es-2022-09220q,,,,
es-2022-09221m,,,,
es-2022-09223z,10.1021/acs.est.2c09223,,,
es-2022-09224w,,,,
es-2022-092256,,,,
es-2022-09226r,,,,
es-2022-09227j,,,,
es-2022-092288,,,,
es-2022-09229u,,,,
es-2022-092306,,,,
es-2022-09231r,,,,
es-2022-09232j,,,,
es-2022-092338,,,,
es-2022-09234u,,,,
es-2022-09236p,,,,
es-2022-09237e,10.1021/acs.est.2c09237,,,
es-2022-09239c,,,,
es-2022-09240s,,,,
es-2022-09241p,,,,
es-2022-09242e,,,,
es-2022-09243x,,,,
es-2022-09244c,,,,
es-2022-092459,,,,
es-2022-092465,,,,
es-2022-092477,,,,
es-2022-09248a,,,,
es-2022-092493,,,,
es-2022-092509,,,,
es-2022-092515,,,,
es-2022-092527,,,,
es-2022-09253a,,,,
es-2022-092543,,,,
es-2022-09255g,,,,
es-2022-09256k,,,,
es-2022-09257t,10.1021/acs.est.2c09257,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09257t,10.1021/acs.est.2c09257,grid.452990.3,Alexander von Humboldt Foundation,
es-2022-09257t,10.1021/acs.est.2c09257,grid.453197.d,Youth Innovation Promotion Association,
es-2022-09258f,,,,
es-2022-09260g,,,,
es-2022-09261k,10.1021/acs.est.2c09261,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2022-09261k,10.1021/acs.est.2c09261,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09261k,10.1021/acs.est.2c09261,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-09261k,10.1021/acs.est.2c09261,grid.453197.d,Youth Innovation Promotion Association,
es-2022-09262t,,,,
es-2022-09263f,,,,
es-2022-09264b,,,,
es-2022-092652,,,,
es-2022-09266h,,,,
es-2022-092674,,,,
es-2022-09268d,,,,
es-2022-09269n,10.1021/acs.est.2c09269,,,
es-2022-092702,,,,
es-2022-09271h,,,,
es-2022-092724,,,,
es-2022-09273d,10.1021/acs.est.2c09273,,,
es-2022-09274n,,,,
es-2022-09275y,,,,
es-2022-09276q,,,,
es-2022-09277m,,,,
es-2022-09278v,,,,
es-2022-09279z,,,,
es-2022-09280y,,,,
es-2022-09281q,,,,
es-2022-09282m,,,,
es-2022-09283v,10.1021/acs.est.2c09283,grid.452143.5,Hungarian Scientific Research Fund,
es-2022-09284z,,,,
es-2022-09285w,,,,
es-2022-092866,,,,
es-2022-09287r,,,,
es-2022-09288j,,,,
es-2022-092898,,,,
es-2022-092916,,,,
es-2022-09292r,,,,
es-2022-09293j,,,,
es-2022-092948,,,,
es-2022-09295u,,,,
es-2022-09296s,,,,
es-2022-09297p,,,,
es-2022-09298e,,,,
es-2022-09299x,,,,
es-2022-093004,,,,
es-2022-09301d,,,,
es-2022-09302n,,,,
es-2022-09303y,,,,
es-2022-09304q,,,,
es-2022-09305m,10.1021/acs.est.2c09305,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-09305m,10.1021/acs.est.2c09305,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09306v,,,,
es-2022-09307z,,,,
es-2022-09308w,,,,
es-2022-093096,,,,
es-2022-09310m,,,,
es-2022-09312z,,,,
es-2022-09313w,,,,
es-2022-093146,,,,
es-2022-09315r,10.1021/acs.est.2c09315,grid.418356.d,United States Department of Veterans Affairs,100000738
es-2022-09315r,10.1021/acs.est.2c09315,grid.418698.a,Environmental Protection Agency,100000139
es-2022-09316j,,,,
es-2022-093178,,,,
es-2022-09318u,,,,
es-2022-09319s,10.1021/acs.est.2c09319,,,
es-2022-09320r,,,,
es-2022-09321j,,,,
es-2022-093228,,,,
es-2022-09323u,,,,
es-2022-09324s,,,,
es-2022-09325p,,,,
es-2022-09326e,,,,
es-2022-09327x,,,,
es-2022-09328c,,,,
es-2022-093299,,,,
es-2022-09330p,,,,
es-2022-09331e,,,,
es-2022-09332x,,,,
es-2022-09333c,,,,
es-2022-093349,,,,
es-2022-093367,10.1021/acs.est.2c09336,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-093367,10.1021/acs.est.2c09336,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09337a,,,,
es-2022-093383,10.1021/acs.est.2c09338,,,
es-2022-093405,10.1021/acs.est.2c09340,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
es-2022-093405,10.1021/acs.est.2c09340,grid.202033.0,Natural Resources Canada,501100000159
es-2022-09342a,,,,
es-2022-093433,,,,
es-2022-09344g,,,,
es-2022-09345k,,,,
es-2022-09346t,,,,
es-2022-09347f,,,,
es-2022-09348b,,,,
es-2022-093492,,,,
es-2022-09350k,,,,
es-2022-09352f,10.1021/acs.est.2c09352,,,
es-2022-09353b,,,,
es-2022-093542,,,,
es-2022-09355h,,,,
es-2022-093564,,,,
es-2022-09357d,,,,
es-2022-09358n,10.1021/acs.est.2c09358,grid.4444.0,French National Centre for Scientific Research,
es-2022-09358n,10.1021/acs.est.2c09358,grid.22058.3d,Agence Nationale de la Recherche,501100001665
es-2022-09358n,10.1021/acs.est.2c09358,grid.208387.6,Swedish Research Council,501100004359
es-2022-09359y,,,,
es-2022-09360h,10.1021/acs.est.2c09360,grid.424440.2,Federal Ministry for Economic Affairs and Climate Action,501100006360
es-2022-093614,,,,
es-2022-09362d,,,,
es-2022-09363n,,,,
es-2022-09364y,,,,
es-2022-09365q,,,,
es-2022-09366m,,,,
es-2022-09367v,,,,
es-2022-09368z,,,,
es-2022-09369w,,,,
es-2022-09370q,,,,
es-2022-09371m,,,,
es-2022-09372v,10.1021/acs.est.2c09372,,,
es-2022-09373z,,,,
es-2022-09374w,,,,
es-2022-093756,,,,
es-2022-09376r,,,,
es-2022-09377j,,,,
es-2022-093788,,,,
es-2022-09379u,,,,
es-2022-093806,,,,
es-2022-09381r,,,,
es-2022-09382j,,,,
es-2022-093838,,,,
es-2022-09384u,,,,
es-2022-09385s,,,,
es-2022-09386p,10.1021/acs.est.2c09386,,,
es-2022-09387e,,,,
es-2022-09388x,10.1021/acs.est.2c09388,,,
es-2022-09389c,,,,
es-2022-09390s,10.1021/acs.est.2c09390,,,
es-2022-09391p,,,,
es-2022-09392e,,,,
es-2022-09393x,,,,
es-2022-09394c,,,,
es-2022-093959,,,,
es-2022-093965,,,,
es-2022-093977,,,,
es-2022-09398a,,,,
es-2022-093993,,,,
es-2022-09400v,,,,
es-2022-09401z,,,,
es-2022-09402w,,,,
es-2022-094036,,,,
es-2022-09404r,,,,
es-2022-09405j,,,,
es-2022-094068,,,,
es-2022-09407u,,,,
es-2022-09408s,,,,
es-2022-09409p,,,,
es-2022-094118,,,,
es-2022-09412u,10.1021/acs.est.2c09412,,,
es-2022-09413s,,,,
es-2022-09414p,,,,
es-2022-09415e,,,,
es-2022-09416x,,,,
es-2022-09417c,,,,
es-2022-094189,,,,
es-2022-094195,,,,
es-2022-09421x,10.1021/acs.est.2c09421,grid.457799.1,Directorate for STEM Education,
es-2022-09421x,10.1021/acs.est.2c09421,grid.457801.f,Division of Graduate Education,
es-2022-09422c,,,,
es-2022-094239,10.1021/acs.est.2c09423,,,
es-2022-094245,,,,
es-2022-094257,,,,
es-2022-09426a,,,,
es-2022-094273,,,,
es-2022-09428g,,,,
es-2022-09429k,,,,
es-2022-094307,,,,
es-2022-09431a,,,,
es-2022-094323,,,,
es-2022-09433g,,,,
es-2022-09434k,,,,
es-2022-09435t,,,,
es-2022-09436f,,,,
es-2022-09437b,,,,
es-2022-094382,10.1021/acs.est.2c09438,,,
es-2022-09439h,,,,
es-2022-09440t,,,,
es-2022-09441f,,,,
es-2022-09442b,,,,
es-2022-094432,,,,
es-2022-09444h,,,,
es-2022-094454,,,,
es-2022-09446d,,,,
es-2022-09447n,,,,
es-2022-09448y,,,,
es-2022-09449q,,,,
es-2022-094504,,,,
es-2022-09451d,,,,
es-2022-09452n,,,,
es-2022-09453y,,,,
es-2022-09455m,,,,
es-2022-09456v,,,,
es-2022-09457z,,,,
es-2022-09458w,,,,
es-2022-094596,,,,
es-2022-09460m,,,,
es-2022-09461v,,,,
es-2022-09462z,,,,
es-2022-09463w,,,,
es-2022-094646,,,,
es-2022-09465r,,,,
es-2022-09466j,,,,
es-2022-094678,,,,
es-2022-09468u,,,,
es-2022-09469s,,,,
es-2022-09470r,,,,
es-2022-09471j,,,,
es-2022-094728,,,,
es-2022-09473u,,,,
es-2022-09474s,,,,
es-2022-09475p,,,,
es-2022-09477x,,,,
es-2022-09478c,,,,
es-2022-094799,,,,
es-2022-09480p,,,,
es-2022-09481e,,,,
es-2022-09482x,,,,
es-2022-09483c,,,,
es-2022-094849,,,,
es-2022-094855,,,,
es-2022-094867,,,,
es-2022-09487a,,,,
es-2022-094883,,,,
es-2022-09489g,,,,
es-2022-094905,,,,
es-2022-094917,,,,
es-2022-09492a,,,,
es-2022-094933,,,,
es-2022-09494g,,,,
es-2022-09495k,,,,
es-2022-09496t,,,,
es-2022-09497f,,,,
es-2022-09498b,,,,
es-2022-094992,,,,
es-2022-095008,,,,
es-2022-09501u,,,,
es-2022-09503p,,,,
es-2022-09504e,,,,
es-2022-09505x,,,,
es-2022-09506c,10.1021/acs.est.2c09506,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
es-2022-09506c,10.1021/acs.est.2c09506,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-095079,,,,
es-2022-095085,,,,
es-2022-095097,,,,
es-2022-09510x,,,,
es-2022-09511c,,,,
es-2022-095129,,,,
es-2022-095135,,,,
es-2022-095163,,,,
es-2022-09518k,,,,
es-2022-09519t,,,,
es-2022-095213,10.1021/acs.est.2c09521,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-095213,10.1021/acs.est.2c09521,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-095213,10.1021/acs.est.2c09521,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2022-09522g,,,,
es-2022-09524t,,,,
es-2022-09525f,,,,
es-2022-09526b,,,,
es-2022-095272,,,,
es-2022-09528h,,,,
es-2022-095294,,,,
es-2022-09530f,,,,
es-2022-09531b,,,,
es-2022-095322,,,,
es-2022-09533h,,,,
es-2022-095344,,,,
es-2022-09535d,,,,
es-2022-09536n,,,,
es-2022-09537y,,,,
es-2022-09538q,,,,
es-2022-09539m,,,,
es-2022-09543q,,,,
es-2022-09544m,,,,
es-2022-09545v,,,,
es-2022-09546z,,,,
es-2022-09547w,,,,
es-2022-095486,,,,
es-2022-09549r,,,,
es-2022-09550v,,,,
es-2022-09551z,,,,
es-2022-09552w,,,,
es-2022-095536,10.1021/acs.est.2c09553,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-09554r,,,,
es-2022-09555j,,,,
es-2022-095568,,,,
es-2022-09557u,,,,
es-2022-09558s,,,,
es-2022-09559p,,,,
es-2022-09560j,,,,
es-2022-095618,,,,
es-2022-09562u,,,,
es-2022-09563s,,,,
es-2022-09564p,,,,
es-2022-09565e,10.1021/acs.est.2c09565,grid.453365.2,Fujian Provincial Department of Science and Technology,
es-2022-09566x,,,,
es-2022-09567c,,,,
es-2022-095689,,,,
es-2022-095695,,,,
es-2022-09571x,,,,
es-2022-09572c,,,,
es-2022-095739,,,,
es-2022-095757,,,,
es-2022-09576a,,,,
es-2022-095773,,,,
es-2022-09578g,,,,
es-2022-09579k,,,,
es-2022-095807,,,,
es-2022-09581a,,,,
es-2022-095823,,,,
es-2022-09583g,,,,
es-2022-09585t,,,,
es-2022-09586f,,,,
es-2022-09587b,,,,
es-2022-095882,,,,
es-2022-09589h,,,,
es-2022-09590t,,,,
es-2022-09591f,,,,
es-2022-09592b,,,,
es-2022-095932,,,,
es-2022-09594h,,,,
es-2022-095954,,,,
es-2022-09596d,,,,
es-2022-09597n,,,,
es-2022-09598y,,,,
es-2022-09599q,,,,
es-2022-09600c,,,,
es-2022-096019,,,,
es-2022-096025,,,,
es-2022-096037,,,,
es-2022-09604a,,,,
es-2022-096053,,,,
es-2022-09606g,10.1021/acs.est.2c09606,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-09606g,10.1021/acs.est.2c09606,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09607k,,,,
es-2022-09608t,,,,
es-2022-09609f,,,,
es-2022-096103,,,,
es-2022-09611g,,,,
es-2022-09612k,,,,
es-2022-09613t,,,,
es-2022-09614f,,,,
es-2022-09615b,,,,
es-2022-096162,,,,
es-2022-09617h,,,,
es-2022-096184,,,,
es-2022-09619d,,,,
es-2022-09620b,,,,
es-2022-096212,,,,
es-2022-09622h,,,,
es-2022-096234,,,,
es-2022-09624d,,,,
es-2022-09625n,,,,
es-2022-09626y,,,,
es-2022-09628m,,,,
es-2022-09629v,,,,
es-2022-09630n,,,,
es-2022-09632q,,,,
es-2022-09633m,,,,
es-2022-09634v,10.1021/acs.est.2c09634,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09635z,,,,
es-2022-09636w,,,,
es-2022-096376,10.1021/acs.est.2c09637,grid.457810.f,Directorate for Engineering,
es-2022-09638r,,,,
es-2022-09639j,,,,
es-2022-09640z,10.1021/acs.est.2c09640,,,
es-2022-09641w,,,,
es-2022-096426,,,,
es-2022-09643r,,,,
es-2022-09644j,,,,
es-2022-096458,10.1021/acs.est.2c09645,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09646u,,,,
es-2022-09647s,,,,
es-2022-09648p,,,,
es-2022-09649e,,,,
es-2022-096508,,,,
es-2022-09651u,,,,
es-2022-09652s,,,,
es-2022-09653p,,,,
es-2022-09654e,10.1021/acs.est.2c09654,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09654e,10.1021/acs.est.2c09654,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-09655x,,,,
es-2022-09656c,,,,
es-2022-096579,,,,
es-2022-096585,,,,
es-2022-09660x,,,,
es-2022-09661c,,,,
es-2022-096629,,,,
es-2022-096635,,,,
es-2022-096647,,,,
es-2022-09665a,,,,
es-2022-096663,,,,
es-2022-09667g,,,,
es-2022-09668k,,,,
es-2022-09669t,10.1021/acs.est.2c09669,,,
es-2022-09670a,10.1021/acs.est.2c09670,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09670a,10.1021/acs.est.2c09670,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2022-096713,,,,
es-2022-09672g,,,,
es-2022-09673k,,,,
es-2022-09674t,10.1021/acs.est.2c09674,,,
es-2022-09675f,,,,
es-2022-09676b,,,,
es-2022-096772,,,,
es-2022-09678h,,,,
es-2022-096794,,,,
es-2022-09680f,,,,
es-2022-09681b,,,,
es-2022-096822,,,,
es-2022-09683h,,,,
es-2022-096844,,,,
es-2022-09685d,,,,
es-2022-09686n,,,,
es-2022-09688q,,,,
es-2022-09691n,,,,
es-2022-09692y,,,,
es-2022-09693q,,,,
es-2022-09694m,,,,
es-2022-09695v,,,,
es-2022-09697w,,,,
es-2022-096986,,,,
es-2022-09699r,,,,
es-2022-09700g,,,,
es-2022-09701k,,,,
es-2022-09703f,,,,
es-2022-09704b,,,,
es-2022-097052,,,,
es-2022-09706h,,,,
es-2022-097074,,,,
es-2022-09709n,,,,
es-2022-097102,,,,
es-2022-09711h,,,,
es-2022-097124,,,,
es-2022-09713d,,,,
es-2022-09714n,,,,
es-2022-09715y,,,,
es-2022-09716q,,,,
es-2022-09717m,,,,
es-2022-09718v,,,,
es-2022-09719z,,,,
es-2022-09720y,,,,
es-2022-09721q,,,,
es-2022-09722m,,,,
es-2022-09723v,,,,
es-2022-09724z,,,,
es-2022-09725w,,,,
es-2022-097266,,,,
es-2022-09727r,10.1021/acs.est.2c09727,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-097298,,,,
es-2022-09730w,10.1021/acs.est.2c09730,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-097316,,,,
es-2022-09732r,,,,
es-2022-09733j,,,,
es-2022-097348,,,,
es-2022-09735u,,,,
es-2022-09736s,,,,
es-2022-09738e,,,,
es-2022-09739x,10.1021/acs.est.2c09739,,,
es-2022-09740u,10.1021/acs.est.2c09740,,,
es-2022-09741s,,,,
es-2022-09742p,,,,
es-2022-09743e,,,,
es-2022-09745c,,,,
es-2022-097469,,,,
es-2022-097475,,,,
es-2022-097487,,,,
es-2022-09750c,,,,
es-2022-097519,,,,
es-2022-097525,,,,
es-2022-097537,,,,
es-2022-09754a,,,,
es-2022-097553,,,,
es-2022-09756g,,,,
es-2022-09758t,,,,
es-2022-09759f,,,,
es-2022-097603,,,,
es-2022-09761g,,,,
es-2022-09762k,,,,
es-2022-09763t,,,,
es-2022-09764f,,,,
es-2022-09765b,,,,
es-2022-097662,,,,
es-2022-09767h,,,,
es-2022-097684,,,,
es-2022-09769d,,,,
es-2022-09770b,,,,
es-2022-097712,,,,
es-2022-09772h,10.1021/acs.est.2c09772,grid.452988.a,Office of Basic Energy Sciences,
es-2022-09772h,10.1021/acs.est.2c09772,grid.457810.f,Directorate for Engineering,
es-2022-097734,,,,
es-2022-09774d,,,,
es-2022-09775n,,,,
es-2022-09777q,,,,
es-2022-09778m,,,,
es-2022-09779v,,,,
es-2022-09780n,,,,
es-2022-09781y,,,,
es-2022-09782q,,,,
es-2022-09783m,,,,
es-2022-09784v,,,,
es-2022-09785z,,,,
es-2022-09786w,,,,
es-2022-097876,,,,
es-2022-09788r,,,,
es-2022-09789j,,,,
es-2022-09790z,,,,
es-2022-09791w,,,,
es-2022-097926,,,,
es-2022-09793r,,,,
es-2022-09794j,,,,
es-2022-097958,,,,
es-2022-09796u,,,,
es-2022-09797s,,,,
es-2022-09798p,,,,
es-2022-09799e,,,,
es-2022-09800h,,,,
es-2022-098014,,,,
es-2022-09802d,,,,
es-2022-09803n,,,,
es-2022-09804y,,,,
es-2022-09805q,10.1021/acs.est.2c09805,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2022-09806m,,,,
es-2022-09807v,,,,
es-2022-09808z,,,,
es-2022-09809w,,,,
es-2022-09810q,,,,
es-2022-09811m,,,,
es-2022-09812v,,,,
es-2022-09813z,,,,
es-2022-09814w,,,,
es-2022-098156,,,,
es-2022-09816r,,,,
es-2022-09817j,,,,
es-2022-098188,,,,
es-2022-09819u,,,,
es-2022-098206,,,,
es-2022-09821r,,,,
es-2022-098238,,,,
es-2022-09824u,,,,
es-2022-09826p,,,,
es-2022-09827e,,,,
es-2022-09828x,,,,
es-2022-09829c,,,,
es-2022-09830s,,,,
es-2022-09831p,,,,
es-2022-09832e,,,,
es-2022-09833x,,,,
es-2022-09834c,,,,
es-2022-098359,,,,
es-2022-098365,,,,
es-2022-098377,,,,
es-2022-09838a,,,,
es-2022-098393,,,,
es-2022-098409,,,,
es-2022-098415,,,,
es-2022-098427,,,,
es-2022-09843a,,,,
es-2022-098443,,,,
es-2022-09845g,,,,
es-2022-09846k,,,,
es-2022-09847t,,,,
es-2022-09848f,,,,
es-2022-09849b,,,,
es-2022-09851k,,,,
es-2022-09852t,,,,
es-2022-09853f,,,,
es-2022-09854b,,,,
es-2022-098552,,,,
es-2022-098574,,,,
es-2022-09858d,,,,
es-2022-098602,,,,
es-2022-09861h,,,,
es-2022-098624,,,,
es-2022-09863d,,,,
es-2022-09864n,,,,
es-2022-09865y,,,,
es-2022-09866q,,,,
es-2022-09867m,,,,
es-2022-09868v,,,,
es-2022-09869z,,,,
es-2022-09870y,10.1021/acs.est.2c09870,grid.424150.6,Deutsche Forschungsgemeinschaft,
es-2022-09870y,10.1021/acs.est.2c09870,grid.462843.f,Secretariat of Public Education,100010096
es-2022-09870y,10.1021/acs.est.2c09870,grid.418270.8,Consejo Nacional de Ciencia y Tecnología,501100003141
es-2022-09871q,,,,
es-2022-09872m,,,,
es-2022-09873v,,,,
es-2022-09874z,,,,
es-2022-09875w,,,,
es-2022-098766,,,,
es-2022-09877r,,,,
es-2023-00001v,,,,
es-2023-00002z,,,,
es-2023-00003w,,,,
es-2023-000046,,,,
es-2023-00005r,,,,
es-2023-00006j,10.1021/acs.est.3c00006,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2023-00006j,10.1021/acs.est.3c00006,grid.452990.3,Alexander von Humboldt Foundation,
es-2023-00008u,,,,
es-2023-00010r,,,,
es-2023-00011j,,,,
es-2023-000128,,,,
es-2023-00013u,,,,
es-2023-00014s,,,,
es-2023-00015p,,,,
es-2023-00016e,,,,
es-2023-00017x,,,,
es-2023-000199,,,,
es-2023-00020p,,,,
es-2023-00021e,,,,
es-2023-00022x,10.1021/acs.est.3c00022,,,
es-2023-00023c,,,,
es-2023-000249,,,,
es-2023-000255,,,,
es-2023-000267,,,,
es-2023-00027a,10.1021/acs.est.3c00027,,,
es-2023-000283,,,,
es-2023-00029g,10.1021/acs.est.3c00029,grid.452948.6,University Grants Committee,501100001839
es-2023-000305,,,,
es-2023-000317,,,,
es-2023-00032a,10.1021/acs.est.3c00032,grid.453034.5,China Postdoctoral Science Foundation,501100002858
es-2023-00032a,10.1021/acs.est.3c00032,grid.9227.e,Chinese Academy of Sciences,501100002367
es-2023-00032a,10.1021/acs.est.3c00032,grid.419696.5,National Natural Science Foundation of China,501100001809
es-2023-00032a,10.1021/acs.est.3c00032,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
es-2023-000333,,,,
es-2023-00034g,,,,
es-2023-00035k,,,,
es-2023-00036t,,,,
es-2023-00037f,,,,
es-2023-00038b,,,,
es-2023-000392,,,,
es-2023-00040k,,,,
es-2023-00042f,,,,
es-2023-00043b,,,,
es-2023-000442,,,,
es-2023-00045h,,,,
es-2023-000464,,,,
es-2023-00047d,,,,
es-2023-00048n,,,,
es-2023-00049y,,,,
es-2023-00050h,,,,
